tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt8427708,Toh Lagi Sharat,2018,"['Comedy', 'Mystery', 'Thriller']","['nm9845090', 'nm9845091', 'nm9016767', 'nm6772187', 'nm9845093']",137,9.0,,,53,,,"A bet between two friends turns so ugly giving rise to vengeance and deception where every one of them revolving around the incident is pulled in the spider's web, making every one of them a suspect and everyone has a reason to kill."
tt0027148,Two Fisted,1935,"['Action', 'Comedy', 'Romance']","['nm0870543', 'nm0439850', 'nm0852710', 'nm0496889', 'nm0403139']",60,6.3,English,United States,53,,,A fast-talking boxing manager and the somewhat hapless fighter he manages happen to run into a young man who was a good prizefighter in his day but is now out of the sport and has a drinking problem. They decide to train him for a...
tt5698638,Tombé du ciel,2016,"['Comedy', 'Drama']","['nm4143658', 'nm6018249', 'nm3732981', 'nm8124759']",70,6.1,French,France,53,,,"After 20 years apart, Samir a former militiaman who was presumed dead, reappears in the life of Omar, his little brother who has become a bodyguard in Beirut. Between drama and comedy, Samir has to come to terms with a country he ..."
tt8593966,Touran khanom,2019,['Documentary'],,89,6.9,,,53,,,"Touran Mirhadi (Khomarloo) is the founder of Farhad School, the Children's Book Council, and the Encyclopedia for Young People. She was also actively involved with close to 20 other institutions dealing with child development and ..."
tt0050355,Two Worlds,1958,['Romance'],"['nm0001976', 'nm0389152', 'nm0630062', 'nm0906662', 'nm0936891']",85,6.4,English,United Kingdom,53,0.71,2.06,
tt0170698,Too Good to Be True,2000,['Thriller'],"['nm0524257', 'nm0608294', 'nm0569501', 'nm0259975']",90,4.1,English,United States,53,110.0,378.9,
tt0045250,Toxi,1952,['Drama'],"['nm0082178', 'nm0786756', 'nm0671906']",89,6.2,German,West Germany,52,,,"Toxi, an Afro-German girl, is left at the doorstep of the Rose family assembled for a birthday party. When they find a suitcase with Toxi, they realize that she has been abandoned."
tt1519434,Transmission 6-10,2009,"['Documentary', 'News']",,123,8.7,English,United States,52,85.0,360.4,"An expose of Genocide taking place in China against the spiritual movement Falun Gong, which was incorrectly defined by the CCP as an 'evil cult'. Survivors of slave labour, brainwashing, torture and attempted organ harvesting com..."
tt0081645,Touch and Go,1980,"['Comedy', 'Crime']","['nm0257644', 'nm0089944', 'nm0086105']",93,5.1,English,Australia,52,0.54,,Touch and Go is a 1980 Australian heist film starring Wendy Hughes.
tt4693606,Tskhra mtas iqit,2015,['Drama'],"['nm1578782', 'nm1305012', 'nm0161036', 'nm0475591', 'nm4310467']",112,6.6,,,52,,,"Amy, a young British girl travels to Caucasus Georgia in the hope of saving her doomed relationship with her boyfriend, only to pit her fiery brand of idealism against a mountain village and their mysterious local myth."
tt0053471,Twelve Girls and One Man,1959,"['Comedy', 'Crime']","['nm0756539', 'nm0679973', 'nm0836687', 'nm0907031']",88,5.1,German,Austria,52,,,A police ski instructor is sent undercover to a quiet alpine resort to investigate burglary. At the same resort 12 girls-skiers come on vacation.
tt0288850,Trasplante a la Mexicana,1990,['Comedy'],"['nm0953881', 'nm0721044', 'nm0220240', 'nm0603773', 'nm1056602']",115,4.5,,,52,,,"A womanizer goes to prison for making a minor fall in love with him, while a doctor wants to experiment with his organs."
tt3505848,Tokyo Strangler,2006,"['Horror', 'Mystery']","['nm1923635', 'nm3128033', 'nm0411804', 'nm0991807', 'nm0994324']",62,5.4,,,52,,,"Danger lurks around every corner. A psychopathic serial killer is tying up, raping and murdering Tokyo's sexy young women! Kathy is trying to divorce her husband, all the while conducting a hot affair with her divorce attorney, Se..."
tt0314791,Tochka otschyota,1979,['\\N'],"['nm0462472', 'nm0688985', 'nm0677848', 'nm0218459', 'nm0951014']",98,6.0,,,52,,,"A bully, a middle class boy, a country boy called up for military service and being trained in the landing force."
tt0083861,Two Halves of a Heart,1982,['Drama'],"['nm0759685', 'nm0816296', 'nm0812505', 'nm0830655', 'nm1067378']",84,6.2,English,United Kingdom,52,0.45,0.45,A boy's carefree childhood is interrupted when he finds out about his parents' decision to divorce.
tt0249199,Tristan and Isolde,1972,['Drama'],['nm0481415'],60,6.4,German,,52,,,The ancient legend of Tristan and Isolde to the accompaniment of an operatic musical score.
tt0461394,Tori,2004,['\\N'],"['nm2570241', 'nm0038355', 'nm0594515', 'nm1919940']",62,6.0,Japanese,Japan,52,,,"An episode film in five parts: 1. ""Tori"" is a cartoon on the theme of birds. 2. ""Heart of sword"" is a fantasy-like, stylized triangle drama. 3. ""Ato"" is a silent documentary about graffiti artists. 4. ""Two men, continued"" shows tw..."
tt7652190,Train to Zakopané,2017,"['Drama', 'Romance']","['nm1042758', 'nm7122925', 'nm1168933']",116,6.5,English,United States,52,,,"Train to Zakopané is true love story that lays bare how compassion and intolerance can, even in the most unusual of circumstances, be one. Written and directed from his long-running play by Henry Jaglom and adapted for film togeth..."
tt9808764,Todo el año es navidad,2018,['Documentary'],,76,7.3,,,52,,,"There are many movies about Christmas. Too many perhaps. But this is a film about the construction of fiction, about the protagonists of the farce, about the exploited of the system, about the mercenaries of acting. A movie about ..."
tt0049864,Tosca,1956,"['Drama', 'Musical', 'Romance']","['nm0179737', 'nm0689046', 'nm0345789', 'nm0211914', 'nm1044664']",112,8.1,Italian,Italy,52,,,"Opera adaptation: A nasty Rome police chief circa 1800 forces the lover of a painter, suspected of harboring a political prisoner, to reveal the hiding place and to yield to his power and lust."
tt6392362,To Kill a Watermelon,2017,['Drama'],"['nm1275406', 'nm3490185', 'nm2348667']",88,6.6,French English,France Canada,52,,8.1,"One hot summer day, A pedestrian, his wife, a village head, a murderer, an official of the county, and a policeman took turns showing up at the main character Chen's melon shed. For the first time in his life, this quiet and obedi..."
tt0051765,Trees Are Blooming in Vienna,1958,"['Drama', 'Romance']","['nm0726153', 'nm0003586', 'nm0749195', 'nm0902494', 'nm0509803']",95,6.0,,,52,,,"While visiting Vienna's famed Prater, Archduke Peter Ferdinand meets Lixie, the daughter of a government official. He falls in love with her--creating a complicated situation for Lixie, who has declared her love for her handsome y..."
tt13161624,Turkey Day,2020,"['Animation', 'Comedy']","['nm6367789', 'nm2993483', 'nm2993483', 'nm2993483', 'nm11928490']",80,3.3,English,United States,52,,11.0,"When the devious Count Dracula uses his powers to hypnotize Turk the Thanksgiving turkey to officially cancel his big day, Turk does as commanded and announces the end of the world's tastiest holiday. Little does Dracula know Sant..."
tt0108417,"Two Brothers, a Girl and a Gun",1993,"['Comedy', 'Western']","['nm0378607', 'nm0426841', 'nm0650058', 'nm0145518', 'nm0395074']",93,5.8,Hindi,India,52,30.7,40.0,His mother's death triggers Wes' return to Canada to discover his brother's plans to sell the homestead. A sweltering day erupts in violence as a dark secret is revealed. Stark Badlands offer a dramatic tableau for the events to u...
tt1318042,Toutes les filles pleurent,2010,['Drama'],"['nm0255475', 'nm0058713', 'nm0579645', 'nm3588517', 'nm3847631']",100,3.8,,,52,,,
tt0437516,Toyen,2005,"['Biography', 'Drama']","['nm1212577', 'nm0423205', 'nm0099120']",63,6.6,Norwegian,Norway,52,,,Czech author and poet of Czech cinema Jan Nemec presents his unique vision inspired by life and art of surrealist painter.
tt5607038,Todo Clichê do Amor,2018,"['Comedy', 'Romance']","['nm1717134', 'nm3627317', 'nm0059935', 'nm2868560']",83,6.0,Spanish   English,France,52,25.5,16.3,A man who lost his taste and his blind wife; an almost deaf girl and her consumerist stepmother; an adult movie actor in love and his completely passionate woman; a sign language teacher and his dilemmas with dumb students. Charac...
tt11439628,Train Kyiv-War,2020,['Documentary'],,72,7.6,English,United Kingdom United States,52,205.0,365.9,"""The Train: Kyiv - War"" is a full-length documentary film directed by Korniy Gricyuk. The dramatic history of the Kyiv-Kostyantynivka train, with its passengers' unique fates, pain, memories, secrets, hopes, is a history of today ..."
tt0217110,Trost i taklampa,1955,['Comedy'],"['nm0321150', 'nm0638849', 'nm0280749', 'nm0085090', 'nm0051935']",81,6.2,Norwegian,Norway,52,,,The little village is exited after their prodigy the poet is back on a visit. But he's not the only one back on a visit.
tt9673548,Tujha Tu Majha Mi,2017,['Drama'],"['nm8303423', 'nm7703059', 'nm2778815', 'nm0430825', 'nm7144357']",124,5.4,Marathi,India,52,,,"Jay, an enthusiastic traveller, leaves his house to explore different parts of the country. On his way to Goa, he befriends Rajashree, a young woman who has also fled her home."
tt2369473,Tosca Live from the Royal Opera House,2011,"['Drama', 'Music']","['nm1340484', 'nm0855561', 'nm4871306', 'nm1939771', 'nm5012288']",131,7.2,,,52,,,"ACT I Rome, June 1800. Cesare Angelotti, an escaped political prisoner, rushes into the Church of Sant'Andrea della Valle. After finding the key his sister has hidden for him, he hides in his family's private chapel. Soon, the pai..."
tt0122460,To the Limit and Beyond,1990,['Drama'],"['nm0432874', 'nm0872593', 'nm0957486', 'nm0837563', 'nm0070743']",90,6.5,,,52,,,A thief commits daring robberies (a la Raffles) in Slovenia during the 1920s. While he romances the ladies a persistent detective tries to hunt him down and bring him to justice.
tt0111501,Troppo sole,1994,['Comedy'],,92,6.0,English,United States,51,,37.7,
tt0075353,Tryn-trava,1976,['Comedy'],"['nm0631963', 'nm0122168', 'nm0889136', 'nm0796018', 'nm0701408']",93,6.8,Russian,Soviet Union,51,,,
tt1899193,Tracks Kong Lingxue,2011,"['Comedy', 'Mystery']","['nm1981215', 'nm10985848']",110,6.3,,,51,,,"Kong Lingxue, a middle-aged man, is a Chinese teacher at the Shuangquan High School in a certain city in Northeast China. He is diligent and responsible in class, but he is facing a group of new generation students who have no int..."
tt0100830,Train to Heaven,1989,['Drama'],"['nm1559088', 'nm1563277', 'nm0000336', 'nm0209425', 'nm1563353']",90,7.6,English Japanese Italian,United States Japan,51,2.8,1.5,"About Niño, an orphanage boy in the port city of Guayaquil in Ecuador."
tt0036462,Tuomari Martta,1943,['Drama'],"['nm0479233', 'nm0466247', 'nm0758743', 'nm0351860', 'nm0897537']",91,5.1,,,51,,,
tt6928462,Travis Turner,2021,['Drama'],"['nm8971115', 'nm8213466', 'nm8213466', 'nm8770609', 'nm4790231']",72,3.7,English,United States,51,,,A high school kid throws a party under strange circumstances.
tt5609554,Tubérculo Presidente,2016,['Comedy'],"['nm0881809', 'nm2547298', 'nm1386893', 'nm1901671']",101,7.0,,,51,,,"Tubérculo gets elected President of the Dominican Republic, with his friend Tirson as vice-president and counselor."
tt0405391,Tophaneli Osman,1964,"['Comedy', 'Mystery']","['nm0348029', 'nm0856194', 'nm0476010', 'nm0287544', 'nm0406803']",81,5.4,,,51,,,
tt2497956,Twisted Minds,2014,"['Drama', 'Horror', 'Thriller']","['nm0397398', 'nm0607215', 'nm3912523', 'nm3913204']",81,4.0,English,United Kingdom,51,0.37,0.38,"Local banker Bruno Adani's life is turned upside down when his stepbrother, Greg Tillney's darkened past catches up with him."
tt0141916,Trial Run,1984,['Thriller'],"['nm0112740', 'nm0870352', 'nm0761809']",91,5.1,,New Zealand,51,,,"Rosemary is a photographer, mother, and cross-country runner who temporarily leaves her family and moves into an isolated beach-house to work on a photographic assignment. Strange occurrences lead her to believe that she is being ..."
tt8364446,Trunk,2018,['Horror'],"['nm8257942', 'nm12199682', 'nm10618584', 'nm9813553', 'nm12199681']",130,4.4,Malayalam,India,51,,,"With a strong inhuman presence around him, Rahul sets out to fight the supernatural force but will he succeed?"
tt0111509,Três Palmeiras,1994,"['Comedy', 'Drama']","['nm0381695', 'nm0408609', 'nm0134611', 'nm2012718']",68,6.8,,,51,,,"Lisbon, on a winter day in 1994, between six and fourteen o'clock. A forty-year-old woman despairs in the last eight hours preceding the birth of her first child."
tt8002154,Toni & prietenii sai,2020,['Drama'],"['nm3805880', 'nm4610274', 'nm4052104', 'nm9015169', 'nm11484630']",94,7.9,,,51,,,"A film crew with not much of experience tries to find and shoot a documentary about Toni Oniga, star or neighborhood legend."
tt0159795,Tokyo Mafia: Wrath of the Yakuza,1996,"['Action', 'Crime', 'Drama']","['nm0847607', 'nm0408029', 'nm0594484', 'nm0393291', 'nm0654716']",90,6.2,,,51,,,Yabuki's old friend returns as a deadly enemy. Blood brothers are driven to bitter hatred as betrayal rips mafia loyalties apart. Only the strong will survive the wrath of The Yakuza.
tt0262063,Trevozhnyy vylet,1984,['Action'],"['nm0454299', 'nm0302085', 'nm0272191', 'nm0615813', 'nm0759962']",89,5.6,,,51,,,
tt2471706,Touring Talkies,2013,['Drama'],"['nm2347196', 'nm4941995', 'nm0434263', 'nm3642396', 'nm0658810']",77,7.6,Marathi,India,51,,,
tt0035474,True to the Army,1942,"['Comedy', 'Music']","['nm0427452', 'nm0173160', 'nm0463882', 'nm0668023', 'nm0942929']",77,6.9,English,United States,51,,,"While doing her tightrope act in a local circus, Daisy Hawkins (Judy Canova), sees the owner shot by gangsters. The killers are after her to eliminate the only eyewitness and the police chase her to testify against the gangsters. ..."
tt1213657,Tromatized: Meet Lloyd Kaufman,2009,['Documentary'],,90,7.8,,,51,,,"A portrait of legendary American film company Troma, Inc., an independent New York-based production house that has specialized in Z-films for over 30 years, and of Troma's eccentric president Lloyd Kaufman."
tt8283704,Tre Maison Dasan,2018,['Documentary'],,94,8.2,,,51,,,"A documentary film focusing on viewing adults in prison through the eyes of their children. Three boys: Tre Janson, 13, Maison Teixeira, 11 and Dasan Lopes, 6 visit with their parents who are incarcerated at Rhode Island facilitie..."
tt1425630,Todespolka,2010,"['Drama', 'Thriller']","['nm0076482', 'nm1678708', 'nm1592154', 'nm2548632']",81,6.9,,,51,,,The far right with their charismatic leader Sieglinde Fuehrer are now in control of the country. In a quiet suburban area the horror begins.
tt0488032,Tu devi essere il lupo,2005,['Drama'],"['nm0646510', 'nm0323574', 'nm8685427', 'nm0684206']",95,6.6,,,51,,,
tt13039188,Two Mothers,2017,['Romance'],"['nm13542410', 'nm9265433', 'nm13542412']",80,7.5,English,United States,51,42.0,60.8,
tt1805483,Tongpan,1977,['Drama'],"['nm1771942', 'nm0151998', 'nm4241728', 'nm4242184']",60,7.5,Thai / Lao,Thailand,51,,,"Tongpan is a 1977 Thai 16 mm black-and-white docudrama that re-creates a seminar that took place in Northeast Thailand in 1975 to discuss the proposed Pa-Mong Dam on the Mekong. Interwoven are sequences depicting a poor farmer, To..."
tt0263540,To karpouzaki,1962,['Comedy'],"['nm0043247', 'nm0541944', 'nm0729806', 'nm0235360', 'nm0660993']",80,5.5,,,51,,,"Bursting with excitement before meeting a blonde hottie and her equally good-looking companion, a lascivious merchant lures his gullible old friend into a splendid afternoon by the sea behind his wife's back. But, will he get away..."
tt1419560,Trip,2009,['Drama'],"['nm2437553', 'nm4789952', 'nm3421367']",116,7.2,English,United States,51,16.0,119.8,"Dani, Yumi, Ovidiu, Ada and Cristi are youths addicted to one another, yet intent on escaping the pressure of their interconnectedness and frustrating realities by performing mind trips into different levels of existence and paral..."
tt0458510,Two Harbors,2005,['Drama'],"['nm0109431', 'nm0170428', 'nm0186120', 'nm1901061', 'nm0357443']",74,8.0,English Japanese,United States,50,140.0,449.2,"An obsessed sci-fi fanatic uses an impressionable young woman to lure aliens to earth, with tragic results. Based on a true story."
tt1321843,Troyee,1982,['Drama'],"['nm0149822', 'nm1548032', 'nm0154110', 'nm0611537', 'nm1125785']",113,7.0,Bengali,India,50,,,"Troyee is the story of a simple man (Mithun), his life, love and relationship."
tt13236202,Twiceborn,2020,['Drama'],"['nm3648722', 'nm11960852', 'nm0620664', 'nm1882520', 'nm1279771']",135,4.4,,,50,,,"Follows Satoru, a successful businessman who relinquishes everything to pursue his true calling: the happiness of humankind."
tt0100219,Toward Jerusalem,1991,['Documentary'],,87,6.6,,,50,1410.2,,"In this documentary road movie, Austrian filmmaker Ruth Beckermann records the diverse views and activities of Israelis and Arabs as she travels along the route from Tel Aviv to Jerusalem."
tt0128766,To Trap a Kidnapper,1982,"['Crime', 'Drama']","['nm0353714', 'nm0297754', 'nm0368050', 'nm0386179', 'nm0411883']",134,6.0,Japanese,Japan,50,,,"Hideyuki Mitamura, a student at a private school near Osaka, is kidnapped on his way home from school."
tt11162250,Tokyo Home Stay Massacre,2020,['Horror'],"['nm11075296', 'nm11075298', 'nm13759779', 'nm12953350', 'nm13759780']",75,4.1,,,50,,0.25,Three American late teens travel to Japan to escape a sad past and have some fun but end up trapped in a house with a demented Japanese host family who plans to offer them to their gods in a sick ancient Japanese ritual.
tt1587357,To Whom It May Concern: Ka Shen's Journey,2010,"['Biography', 'Documentary', 'Drama']",,104,7.2,English  Cantonese,United States,50,,,The definitive and true-life story of Nancy Kwan who as a young Eurasian girl from Hong Kong captured the hearts and minds of cinemagoers around the world in her stunning motion picture debut in THE WORLD OF SUZIE WONG (1960). Nan...
tt0232863,Tumcha Aamcha Jamla,1976,['Comedy'],"['nm0464880', 'nm0764769', 'nm11941836', 'nm11941838', 'nm9142663']",151,8.1,Marathi,India,50,,,"Aabha lives with his two sons Nagya the elder one whose addicted to bad habits and Krishna whose helpful to everyone,Aabha is fed up of Nagya's tantrums and wants to keep him away from his ..."
tt22376320,TPM! Meu Amor,2023,['Comedy'],"['nm14092932', 'nm0106585', 'nm14092937']",101,5.6,,,50,,,
tt1296082,Tyazhelyy pesok,2008,['Drama'],"['nm0451422', 'nm0051282', 'nm1284690', 'nm0900076', 'nm0813272']",150,7.2,,,50,,,
tt4933106,Toto,2015,"['Comedy', 'Drama', 'Family']","['nm1741333', 'nm0734368', 'nm2272946', 'nm2272946', 'nm1387316']",116,7.4,French,France,50,,,"When a young Filipino hotel worker schemes to attain a U.S. visa put the lives of his loved ones in danger, he is forced to question the extremity of his actions and re-evaluate the cost of fulfilling his dreams."
tt0153213,Tough Cops,1988,['Action'],"['nm0471692', 'nm0108754', 'nm0670292', 'nm0203441', 'nm0600007']",93,5.8,English,United States,50,13.7,53.4,Vietnam War vet turned police detective on the edge Nick Carpenter partners up with slick police detective with cat skills Pete Logan to take down the local druglord Fatcat by any means necessary.
tt2198263,Twelfth Night,2012,['Musical'],"['nm1191693', 'nm0653554', 'nm2120959', 'nm1162277', 'nm0788681']",120,7.7,English,Australia,50,0.59,0.2,William Shakespeare's farce about a woman who poses as a man after a shipwreck separates her and her twin brother.
tt1023142,Towncraft,2007,['Documentary'],,90,8.1,English,United States,50,,,Towncraft looks at the importance of local scenes in a changing music world and the exciting music that emerges from smaller cities across the country when communities come together.
tt0086095,Tunka el guerrero,1984,"['Action', 'Adventure', 'Sci-Fi']","['nm0057967', 'nm0380155', 'nm0596803', 'nm0058388', 'nm0106058']",78,3.9,,,50,,,"In a barren land, a women-only tribe known as the Selenians rule. They are in war with the Tazaris, evil men. Ancient law has it that Tazaris are cursed and the Selenians cannot enter their land, but they can."
tt0165991,Toofan,1975,"['Action', 'Adventure']","['nm0897263', 'nm0415556', 'nm0474868', 'nm0420092', 'nm0415851']",138,5.8,Bengali,Bangladesh,50,0.29,30.3,Balbir Singh revolts against the chief minister who oppresses the people in the name of the king.
tt0162714,Tsuchi to heitai,1939,"['Drama', 'War']","['nm0412761', 'nm1627815', 'nm0467557', 'nm1178933']",120,6.9,Japanese,Japan,50,,,
tt0121701,Topralli,1966,"['Comedy', 'Music']","['nm0007395', 'nm0358373', 'nm2384572', 'nm2385361', 'nm1464252']",77,4.0,,,50,,,
tt1987010,Truly Everlasting,2011,"['Family', 'Romance']","['nm3442519', 'nm3779009', 'nm4544114', 'nm4544393', 'nm4281308']",116,6.9,Hindi,India,50,180.0,46.0,"As the holidays settle in around Houston, Texas, young Austin has but one wish- for a Christmas Daddy. When his mother, Felicia Madaris, learns of his wish, she turns to childhood rival turned family friend, Trask Maxwell, to help..."
tt0120351,Too Good to Be True,1997,['Comedy'],"['nm0019938', 'nm0202492', 'nm0213881', 'nm1185075', 'nm0360109']",90,7.4,Hindi,India,50,0.0,0.0,
tt0103140,Turbulence,1991,['Drama'],"['nm0037337', 'nm0177267', 'nm0516784']",90,5.7,Portuguese,Brazil Cuba Portugal,50,,,
tt0262865,Tramp,1950,"['Crime', 'Drama', 'Romance']","['nm0046274', 'nm0075251', 'nm0548071', 'nm0130719', 'nm0454698']",86,7.1,English,United States,50,4.0,187.0,"Tired of working in seedy places, a stripper turns to prostitution in the streets."
tt0043083,Tyrant of the Sea,1950,"['Adventure', 'War']","['nm0931525', 'nm0709681', 'nm0560091', 'nm0179591', 'nm0452953']",70,5.9,English,United States,50,,,"In 1803, the only thing standing between Napoleon and his plan of world domination is England and the British Navy. The admiralty, learning that Napoleon has assembled an invasion fleet decides to send out one of its vessels to de..."
tt0117961,Tres días de libertad,1996,['\\N'],"['nm0072726', 'nm0496120', 'nm0087281', 'nm0575909', 'nm0613287']",95,5.0,,,49,,,"Juan ""El Gato"", a well-known delinquent with a long sentence to fulfill, is released from jail on the occasion of a three-day permit."
tt0034300,Tonto Basin Outlaws,1941,"['Drama', 'Western']","['nm0181003', 'nm0454878', 'nm0855579', 'nm1814154', 'nm0168939']",60,6.6,English,United States,49,,,"Number 10 in Monogram's series of 24 ""Range Busters"" westerns, Crash Corrigan, Dusty King and Alibi Terhune, the Range Busters, enlist in Teddy Roosevelt's Rough Riders during the Spanish-American War, but are mustered out and sen..."
tt0360092,Torakku yarô: Otoko ippiki momojirô,1977,['Action'],"['nm0837420', 'nm0014555', 'nm0423663', 'nm2424853', 'nm0383094']",104,6.5,,,49,,,
tt0086470,Trauma,1984,['Thriller'],"['nm0144589', 'nm0000090']",89,7.2,English,United States,49,,,"Maria has suffered from depression since the death of her child, and goes to live in a lonely house by the sea."
tt0205484,Triangle Square,1998,['Comedy'],"['nm0855765', 'nm0148157', 'nm0679727', 'nm0262026', 'nm0000498']",94,6.7,English,United States,49,,,Linc Wilcox returns home for his father's funeral only to find he's in love with his best friend's sister.
tt0279483,Troublesome Night 8,2001,"['Comedy', 'Horror']","['nm0521808', 'nm1059624', 'nm1059077', 'nm1060589', 'nm1465505']",85,4.2,Cantonese,Hong Kong,49,,0.03,"Bud Pitt and his girlfriend Moon leave the city and move to the countryside to start a new chapter in their lives. At the village, they meet their new, cheery neighbor Olive. However, Bud is suspicious of Olive when she roams the ..."
tt0028396,Too Much Beef,1936,"['Adventure', 'Drama', 'Romance']","['nm0068471', 'nm0852365', 'nm0408937', 'nm0219573', 'nm1042078']",60,5.7,English,United States,49,,,Someone is adding beef to Rocky Brown's herds and changing the brands to make it look like he is rustling. Then he is framed for murder and jailed. Johnny Argyle who has been sent to investigate believes he is innocent and sets ou...
tt1541943,To Catch a Dollar: Muhammad Yunus Banks on America,2010,"['Biography', 'Documentary', 'Drama']",['nm1944474'],74,7.8,English,United States,49,,,"For 30 years, Muhammad Yunus helped 7.5 million Bangladeshi move out of poverty. Can he help women in Queens NY to achieve their American Dream?"
tt0313717,Topa Topa Bluffs,2002,['\\N'],"['nm1172171', 'nm0460694', 'nm1172732', 'nm0001682', 'nm0800787']",83,6.5,,,49,,,"Struggling writer Frank decides to go backpacking with his playwright friend Henry, heading deep into the Topa Topa Bluffs outside of Los Angeles. There, Henry concocts a plan that might literally be to die for."
tt9405714,Toy Box Killers,2021,"['Crime', 'Horror']","['nm9093659', 'nm7504157', 'nm9884914', 'nm6920613']",75,3.1,English,United States,49,30.0,401.2,"Once upon a time, a boy and a girl met. They like torture, pain and screams."
tt27544533,Transition,2023,['Documentary'],['nm14494664'],89,7.6,Dari English Persian,United States,49,,,Filmmaker Jordan Bryon from Australia is followed as he goes through a transformation while working with Taliban soldiers.
tt0972543,Twilight Phantom,2007,['Horror'],"['nm1099171', 'nm0613598', 'nm2570241', 'nm2567330']",97,5.9,English,United States Italy (2) Canada (6),49,,,"Misaki visits her boyfriend Koichi in Okinawa. To welcome her arrival, Koichi's friend Jinsei holds a welcoming party at his house. At the party, Misaki learns from the granny about the legend behind the bag hanging from the fig t..."
tt0065131,Turn on to Love,1969,['Drama'],"['nm0584475', 'nm0557867', 'nm0727053', 'nm0736870', 'nm0990140']",83,4.4,English,United States,49,,,"A bored housewife starts hanging out in Greenwich VIllage, and gets involved with pot-smoking hippies and an Italian filmmaker."
tt0014553,To the Last Man,1923,"['Drama', 'Western']","['nm0228715', 'nm0001935', 'nm0249187', 'nm0132955', 'nm0403151']",70,5.0,Silent English intertitles,United States,49,,,"Between ranchers and sheepherders there is a feud. Jean Isbel and Ellen Jorth are in love. Unfortunately, each of them belongs to one of the parties. That complicates the live of both Ellen and Jean very much."
tt5508224,Tus Feromonas Me Matan,2019,"['Comedy', 'Drama', 'Romance']","['nm1949352', 'nm11225542', 'nm7389993', 'nm0032737', 'nm0167937']",99,3.7,,,49,,,"Siblings Andrea and Hector discover, after their father dies, that her aunt turns out to be the universal heiress of his brother's will because the young siblings don't comply with the rules established by their father for the inh..."
tt9803620,Tributaries,2021,"['Drama', 'Sci-Fi']","['nm8657736', 'nm9179842', 'nm6686759', 'nm3442130']",101,6.8,English,United States,49,0.68,9.45,"Jeff meets Jessica at a Sci-Fi convention and they begin an intense relationship. Shortly afterward, Jessica awakens in a hospital bed and discovers that they were involved in a car accident and Jeff did not survive. Lacking closu..."
tt12617956,Toilet Zombie Baby Strikes Back,2021,"['Comedy', 'Crime', 'Horror']","['nm0862962', 'nm7760858', 'nm5035040', 'nm3025400', 'nm8279086']",84,4.3,,,49,,,"In a small town, a hit-man unknowingly unleashes a blood-thirsty creature, and the entire town is soon stalked one by one in a bloody massacre. Hold it while you can, but the next time you ""gotta go,"" check the toilet first."
tt5713456,Turbulência,2016,"['Comedy', 'Romance']","['nm9037590', 'nm0303509', 'nm4460584', 'nm0759587']",96,4.4,,,49,,,
tt0169777,To Come and Stay,1965,['Drama'],"['nm0029732', 'nm0092482', 'nm0585391', 'nm0017988', 'nm0904303']",106,7.2,English,United Kingdom,49,196223.55,4.5,Three villagers try their luck in the big city.
tt0046466,Trzy opowiesci,1953,"['Action', 'Drama']","['nm0750040', 'nm0514276', 'nm0477176', 'nm0324698', 'nm0823745']",99,4.7,Polish,Poland,49,,,"Film divided into three different episodes. In the first one, a saboteur damages the water pipes, which causes flooding of a cement stock. It turns out that the perpetrator is a member of the brigade of young concrete workers. The..."
tt0171855,Twenty Dollar Star,1990,"['Drama', 'Thriller']","['nm0924502', 'nm0058532', 'nm0285885', 'nm0765102', 'nm1489113']",92,5.0,English,United States,49,0.06,,A successful Hollywood actress by day prowls the streets at night as a sex worker.
tt1754777,Touched,2003,['Documentary'],,65,6.4,,,49,,,A sensitive and thoughtful exploration of the alien abduction phenomena told by some of those who experience it firsthand and the Pulitzer Prize winning Harvard psychiatrist who believes they are telling the truth.
tt0171849,Triptych,1980,['Drama'],"['nm1115691', 'nm0008324']",74,6.3,Silent film with intertitles,France,49,,991.75,
tt0022493,Touchdown!,1931,"['Drama', 'Sport']","['nm0035159', 'nm0642988', 'nm0867538', 'nm0053616', 'nm0531759']",79,6.4,English,United States,49,,,"Football coach Dan Curtis is eager for his small college team to win at all costs. However, he has a change of heart when a player is severely injured by playing when he should have been resting. Finally, Dan's school confronts it..."
tt0123301,Tokugawa Ieyasu,1965,"['Biography', 'Drama']","['nm0620168', 'nm0457586', 'nm0848796', 'nm0945435']",143,6.6,Japanese,Japan,49,6700.0,33.0,"In turbulent 16th-century Japan, the leaders of a minor fief have their child taken from them as a political hostage. His mother and his clan endure years of tribulations until he can return."
tt0098534,Tumultes,1990,['Drama'],"['nm0187337', 'nm0609717', 'nm0173548', 'nm0166992', 'nm0691924']",91,6.2,French,France Belgium,49,,,"A death in the family. Patrick dies and his three sisters gather at their parents' home in Normandy. Anne, the oldest, is steady, married with two children, showing little emotion. Isabelle, who's cut herself off from her family f..."
tt6048658,To End a War,2017,['Documentary'],,99,7.3,English,United Kingdom,49,,1.0,"Since 2012 the Colombian Government and FARC have held Peace Talks in Cuba. With unprecedented access to both political leaders, this intimate, insightful documentary goes behind the scenes during this profound moment in history."
